id,number,title,body_clean,code_blocks,labels_raw,component,type,priority,state,created_at,closed_at,resolution_hours,author,num_comments,num_assignees,repo,res_bucket,tfidf_top1,tfidf_top1_conf,tfidf_top2,tfidf_top2_conf,tfidf_top3,tfidf_top3_conf,bge_similar_1,bge_similar_1_score,bge_similar_2,bge_similar_2_score,bge_similar_3,bge_similar_3_score,stratum,label_status,body_excerpt,label_decision,label_rejection_code,corrected_component,labeler_notes
3797725507,286776,Git Source Control Graph tree doesn't expand for some entries,"Does this issue occur when all extensions are disabled?: Yes

- VS Code Version: 1.108
- OS Version: Windows 10

In Git Source Control Graph tree some entires don't expand. I can't describe logic of bug for certain, just when there are many commited files it glitches. Like below ~12 all is fine. 

If you hover over bugged entry and click its hash, you get error ""Git: The ""path"" argument must be of type string. Received undefined"".

This issue first appeared in Insiders and is still there, so I switched back to Code, but today with 1.108 update this bug came as well.

Also in Insiders there was a bug that ctrl + shift + g didn't open Source Control, but now it's fixed in Insiders, but appeared in Code.

Hope video helps to understand this bug's nature.

https://github.com/user-attachments/assets/96f293fd-a551-413b-bbc0-a02794d79fc5",,['bug' 'candidate' 'scm' 'unreleased'],scm,bug,,closed,2026-01-09 17:18:39+00:00,2026-01-12 16:44:19+00:00,71.42777777777778,yurkovych,5,1,microsoft/vscode,days,git,0.1101,typescript,0.0572,debug,0.0554,311189,0.7781,1844,0.7644,210,0.7516,vsc-days-scm,pending,"Does this issue occur when all extensions are disabled?: Yes

- VS Code Version: 1.108
- OS Version: Windows 10

In Git Source Control Graph tree some entires don't expand. I can't describe logic of bug for certain, just when there are many commited files it glitches. Like below ~12 all is fine. 

I",accept,,,
4299445766,311561,[Error] potential listener LEAK — menuService (2),"## Error Message
[CODE_BLOCK]`

## Stack Trace
&nbsp;&nbsp;&nbsp;&nbsp;at a.create ([./src/vs/base/common/event.ts:1062:14](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/base/common/event.ts#L1062)) 
&nbsp;&nbsp;&nbsp;&nbsp;at nK._event [as onDidChange] ([./src/vs/base/common/event.ts:1263:33](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/base/common/event.ts#L1263)) 
&nbsp;&nbsp;&nbsp;&nbsp;at Object.u [as onWillAddFirstListener] ([./src/vs/platform/actions/common/menuService.ts:437:0](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/platform/actions/common/menuService.ts#L437)) 
&nbsp;&nbsp;&nbsp;&nbsp;at _ke._event [as onDidChange] ([./src/vs/base/common/event.ts:1272:19](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/base/common/event.ts#L1272)) 
&nbsp;&nbsp;&nbsp;&nbsp;at new mn ([./src/vs/platform/actions/browser/toolbar.ts:377:0](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/platform/actions/browser/toolbar.ts#L377)) 
&nbsp;&nbsp;&nbsp;&nbsp;at a._createInstance ([./src/vs/platform/instantiation/common/instantiationService.ts:162:17](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/platform/instantiation/common/instantiationService.ts#L162)) 
&nbsp;&nbsp;&nbsp;&nbsp;at a.createInstance ([./src/vs/platform/instantiation/common/instantiationService.ts:128:17](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/platform/instantiation/common/instantiationService.ts#L128)) 
&nbsp;&nbsp;&nbsp;&nbsp;at new Kx ([./src/vs/workbench/contrib/chat/browser/widget/chatContentParts/codeBlockPart.ts:210:0](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/workbench/contrib/chat/browser/widget/chatContentParts/codeBlockPart.ts#L210)) 
&nbsp;&nbsp;&nbsp;&nbsp;at a._createInstance ([./src/vs/platform/instantiation/common/instantiationService.ts:162:17](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/platform/instantiation/common/instantiationService.ts#L162)) 
&nbsp;&nbsp;&nbsp;&nbsp;at a.createInstance ([./src/vs/platform/instantiation/common/instantiationService.ts:128:17](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/platform/instantiation/common/instantiationService.ts#L128)) 
&nbsp;&nbsp;&nbsp;&nbsp;at Bfe._pool._register.iqt.maxIdleSize [as _itemFactory] ([./src/vs/workbench/contrib/chat/browser/widget/chatContentParts/chatContentCodePools.ts:32:31](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/workbench/contrib/chat/browser/widget/chatContentParts/chatContentCodePools.ts#L32)) 
&nbsp;&nbsp;&nbsp;&nbsp;at iqt.get ([./src/vs/workbench/contrib/chat/browser/widget/chatContentParts/chatCollections.ts:153:20](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/workbench/contrib/chat/browser/widget/chatContentParts/chatCollections.ts#L153)) 
&nbsp;&nbsp;&nbsp;&nbsp;at Bfe.get ([./src/vs/workbench/contrib/chat/browser/widget/chatContentParts/chatContentCodePools.ts:37:31](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/workbench/contrib/chat/browser/widget/chatContentParts/chatContentCodePools.ts#L37)) 
&nbsp;&nbsp;&nbsp;&nbsp;at d_.renderCodeBlock ([./src/vs/workbench/contrib/chat/browser/widget/chatContentParts/chatMarkdownContentPart.ts:396:0](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/workbench/contrib/chat/browser/widget/chatContentParts/chatMarkdownContentPart.ts#L396)) 
&nbsp;&nbsp;&nbsp;&nbsp;at Object.codeBlockRendererSync ([./src/vs/workbench/contrib/chat/browser/widget/chatContentParts/chatMarkdownContentPart.ts:253:0](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/workbench/contrib/chat/browser/widget/chatContentParts/chatMarkdownContentPart.ts#L253)) 
&nbsp;&nbsp;&nbsp;&nbsp;at i.codeBlockRendererSync.t.code ([./src/vs/base/browser/markdownRenderer.ts:401:25](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/base/browser/markdownRenderer.ts#L401)) 
&nbsp;&nbsp;&nbsp;&nbsp;at a.parse ([./src/vs/base/common/marked/marked.js:1946:41](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/base/common/marked/marked.js#L1946)) 
&nbsp;&nbsp;&nbsp;&nbsp;at parse ([./src/vs/base/common/marked/marked.js:1906:22](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/base/common/marked/marked.js#L1906)) 
&nbsp;&nbsp;&nbsp;&nbsp;at parser ([./src/vs/base/common/marked/marked.js:2384:27](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/base/common/marked/marked.js#L2384)) 
&nbsp;&nbsp;&nbsp;&nbsp;at tf ([./src/vs/base/browser/markdownRenderer.ts:229:36](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/base/browser/markdownRenderer.ts#L229))

<details>
<summary>Raw Stack Trace (minified)</summary>

[CODE_BLOCK]`

</details>

## Details
| Property | Value |
| --- | --- |
| Bucket ID | [[INLINE_CODE]](https://errors.code.visualstudio.com/bucket/9ab4bed4-5469-4718-1d16-29cac8f011de?product=Agents&commit=98b4d3e24443f6566e694021a376e1760c4a7f62) |
| Version | 1.117.0-insider |
| Commit | [[INLINE_CODE]](https://insiders.vscode.dev/github/microsoft/vscode/tree/98b4d3e24443f6566e694021a376e1760c4a7f62) |
| Last Seen | Tue Apr 14 2026 21:14:42 GMT+0000 (Coordinated Universal Time) |
| Platforms | Windows |
| Product | Agents |

---
*This issue was automatically created from the VS Code Errors Dashboard*","````
unhandlederror-potential listener LEAK detected, popular
```

````
Error     at a.create (out/vs/sessions/sessions.desktop.main.js:403:18384)     at nK._event [as onDidChange] (out/vs/sessions/sessions.desktop.main.js:405:1891)     at Object.u [as onWillAddFirstListener] (out/vs/sessions/sessions.desktop.main.js:852:136321)     at _ke._event [as onDidChange] (out/vs/sessions/sessions.desktop.main.js:405:2158)     at new mn (out/vs/sessions/sessions.desktop.main.js:852:141166)     at a._createInstance (out/vs/sessions/sessions.desktop.main.js:1466:2000)     at a.createInstance (out/vs/sessions/sessions.desktop.main.js:1466:1440)     at new Kx (out/vs/sessions/sessions.desktop.main.js:2077:25754)     at a._createInstance (out/vs/sessions/sessions.desktop.main.js:1466:2000)     at a.createInstance (out/vs/sessions/sessions.desktop.main.js:1466:1440)     at Bfe._pool._register.iqt.maxIdleSize [as _itemFactory] (out/vs/sessions/sessions.desktop.main.js:2224:2135)     at iqt.get (out/vs/sessions/sessions.desktop.main.js:2208:54790)     at Bfe.get (out/vs/sessions/sessions.desktop.main.js:2224:2270)     at d_.renderCodeBlock (out/vs/sessions/sessions.desktop.main.js:2093:3659)     at Object.codeBlockRendererSync (out/vs/sessions/sessions.desktop.main.js:2093:1400)     at i.codeBlockRendererSync.t.code (out/vs/sessions/sessions.desktop.main.js:791:2542)     at a.parse (out/vs/sessions/sessions.desktop.main.js:787:1811)     at parse (out/vs/sessions/sessions.desktop.main.js:787:1176)     at ude.parse (out/vs/sessions/sessions.desktop.main.js:788:5469)     at tf (out/vs/sessions/sessions.desktop.main.js:791:275)     at SQe.render (out/vs/sessions/sessions.desktop.main.js:852:203414)     at soe.render (out/vs/sessions/sessions.desktop.main.js:2074:44)     at k (out/vs/sessions/sessions.desktop.main.js:2092:20536)     at new d_ (out/vs/sessions/sessions.desktop.main.js:2093:2818)     at a._createInstance (out/vs/sessions/sessions.desktop.main.js:1466:2000)     at a.createInstance (out/vs/sessions/sessions.desktop.main.js:1466:1440)     at YQ.renderMarkdown (out/vs/sessions/sessions.desktop.main.js:2480:61627)     at YQ.renderChatContentPart (out/vs/sessions/sessions.desktop.main.js:2480:47341)     at out/vs/sessions/sessions.desktop.main.js:2480:35377     at Array.forEach (<anonymous>)     at YQ.renderChatRequest (out/vs/sessions/sessions.desktop.main.js:2480:35034)     at YQ.renderChatTreeItem (out/vs/sessions/sessions.desktop.main.js:2480:26575)     at YQ.renderElement (out/vs/sessions/sessions.desktop.main.js:2480:20092)     at a.renderElement (out/vs/sessions/sessions.desktop.main.js:860:17535)     at vci.renderElement (out/vs/sessions/sessions.desktop.main.js:728:2164)     at GR.insertItemInDOM (out/vs/sessions/sessions.desktop.main.js:685:22575)     at out/vs/sessions/sessions.desktop.main.js:685:21230     at Mxt.transact (out/vs/sessions/sessions.desktop.main.js:685:5912)     at GR.render (out/vs/sessions/sessions.desktop.main.js:685:21090)     at GR.onScroll (out/vs/sessions/sessions.desktop.main.js:685:27657)     at E._deliver (out/vs/sessions/sessions.desktop.main.js:405:3150)     at E._deliverQueue (out/vs/sessions/sessions.desktop.main.js:405:3239)     at E.fire (out/vs/sessions/sessions.desktop.main.js:405:3574)     at _ye.value (out/vs/sessions/sessions.desktop.main.js:483:36808)     at E._deliver (out/vs/sessions/sessions.desktop.main.js:405:3150)     at E.fire (out/vs/sessions/sessions.desktop.main.js:405:3469)     at $_._setState (out/vs/sessions/sessions.desktop.main.js:414:21424)     at $_.setScrollPositionNow (out/vs/sessions/sessions.desktop.main.js:414:19817)     at vyt._setDesiredScrollPositionNow (out/vs/sessions/sessions.desktop.main.js:483:28098)     at LR._pointerMoveCallback (out/vs/sessions/sessions.desktop.main.js:483:27844)     at HTMLDivElement.<anonymous> (out/vs/sessions/sessions.desktop.main.js:478:48183)
```",['bug' 'error-telemetry' 'insiders-released' 'recent-regression' 'agents'],error-telemetry,bug,,closed,2026-04-21 00:13:53+00:00,2026-04-22 00:45:58+00:00,24.53472222222222,vs-code-engineering[bot],1,1,microsoft/vscode,days,error-telemetry,0.6788,api,0.0188,suggest,0.0184,311550,0.9879,311547,0.9037,311553,0.8906,vsc-days-error-telemetry,pending,"## Error Message
[CODE_BLOCK]`

## Stack Trace
&nbsp;&nbsp;&nbsp;&nbsp;at a.create ([./src/vs/base/common/event.ts:1062:14](https://github.com/microsoft/vscode/blob/98b4d3e24443f6566e694021a376e1760c4a7f62/src/vs/base/common/event.ts#L1062)) 
&nbsp;&nbsp;&nbsp;&nbsp;at nK._event [as onDidChange] ([.",reject,bot,,Author 'vs-code-engineering[bot]'; body explicitly states 'This issue was automatically created from the VS Code Errors Dashboard.'
146220231,5003,spawn REG ENOENT,Issue Id: <b>9cf75569-f3dd-823a-a718-5d80301fedb9</b><br /><br />_Versions_ <br />\- 0.10.10<br />\- f291f4ad600767626b24a4b15816b04bee9a3049<br />\- 43ff6af3d4564f59196caa9be4897fc33c15f24c<br />\- 97d4ad1c55a82369f65078406ed770e8a34055fc<br />\- db71ac615ddf9f33b133ff2536f5d33a77d4774e<br />\- 17fa1cbb49e3c5edd5868f304a64115fcc7c9c2c<br />\- ef2a1fcaa553d14d7731b284a5ac5e4a55c42936<br />\- 18ebb4a4f5491af7b16e91e42fc36410bbb2e4d7<br />_Stack_ <br />Error: spawn REG ENOENT<br /> at exports._errnoException (util.js:837:11)<br /> at Process.ChildProcess._handle.onexit (internal/child_process.js:178:32) <no sourcemaps><br /> at onErrorNT (internal/child_process.js:344:16) <no sourcemaps><br /> at doNTCallback2 (node.js:442:9)<br /> at Immediate._tickCallback [as _onImmediate](node.js:356:17)<br /> at processImmediate [as _immediateCallback](timers.js:374:17)<br />,,['verified' 'error-telemetry'],error-telemetry,,,closed,2016-04-06 07:46:31+00:00,2016-04-23 08:21:43+00:00,408.5866666666666,vscodeerrors,7,1,microsoft/vscode,weeks,error-telemetry,0.1636,javascript,0.0588,debug,0.0567,311583,0.7903,2930,0.7782,311576,0.7305,vsc-weeks-error-telemetry,pending,Issue Id: <b>9cf75569-f3dd-823a-a718-5d80301fedb9</b><br /><br />_Versions_ <br />\- 0.10.10<br />\- f291f4ad600767626b24a4b15816b04bee9a3049<br />\- 43ff6af3d4564f59196caa9be4897fc33c15f24c<br />\- 97d4ad1c55a82369f65078406ed770e8a34055fc<br />\- db71ac615ddf9f33b133ff2536f5d33a77d4774e<br />\- 17f,reject,bot,,Author 'vscodeerrors' is VS Code's automated error-telemetry issue filer; body is a templated auto-generated crash dump.
3638474473,278113,"Always show ""detail"" field for debug adapter completions","Edit: Turns out this was WAI - it's only showing the [INLINE_CODE] field for the highlighted row.

So please consider this a request to be able to always show the detail, since that's what many languages do in the editor now, and it's useful to show something like the type against a variable.

-----

Original bug report:

My debug adapter contributes a completion like this:

[CODE_BLOCK]

If I invoke completion without typing anything, I see this with the detail. If I type ""m"" to filter, then it retains its detail field. However, if I then press [INLINE_CODE] and then re-trigger completion, it now shows up without the [INLINE_CODE] field being rendered:

https://github.com/user-attachments/assets/1d3e33d3-0039-4384-806e-0d5ef231912f","```
{
	label: ""myVariable"",
	text: ""myVariable"",
	detail: ""the detail field"",
	type: ""field"",
},
```",['bug' 'debug' 'verified' 'insiders-released'],debug,bug,,closed,2025-11-18 14:27:20+00:00,2026-04-21 01:31:32+00:00,3683.07,DanTup,1,2,microsoft/vscode,months,suggest,0.1388,debug,0.0869,api,0.0664,1793,0.7734,3455,0.7716,4563,0.7656,vsc-months-debug,pending,"Edit: Turns out this was WAI - it's only showing the [INLINE_CODE] field for the highlighted row.

So please consider this a request to be able to always show the detail, since that's what many languages do in the editor now, and it's useful to show something like the type against a variable.

-----",accept,,,Body opens 'Edit: Turns out this was WAI...' -- original bug reclassified as a feature request by the reporter; kept content is coherent and genuinely resolved (insiders-released).
146088997,4978,Make search files exclusion editable,"- VSCode Version: 0.10.11
- OS Version: OSX 10.11.4

Steps to Reproduce:
1. Click on the Search icon
2. Unable to modify ""files excluded through settings""

Multiple times recently I've wanted to search though node_modules, but because it is disabled in user settings, the only way I can do that is to remove that exclusion in a project specific config, or edit my user settings. 

I get why these defaults exist - but why is that field in the UI read only? I don't want to search node_modules normally - just every now and then, and if I could edit that field that I could temporarily allow it for the search I'm doing right now.",,['feature-request' 'search'],search,feature-request,,closed,2016-04-05 19:36:37+00:00,2018-09-16 14:20:28+00:00,21450.73083333333,cfjedimaster,1,0,microsoft/vscode,long,suggest,0.0957,file-explorer,0.0688,electron,0.0622,1587,0.7728,4873,0.771,311806,0.7578,vsc-long-search,pending,"- VSCode Version: 0.10.11
- OS Version: OSX 10.11.4

Steps to Reproduce:
1. Click on the Search icon
2. Unable to modify ""files excluded through settings""

Multiple times recently I've wanted to search though node_modules, but because it is disabled in user settings, the only way I can do that is to",accept,,,
146154192,4993,"Should provide option for ""Show next statement"" to get the current debug point.","When debugging the large app it is common scenario when user lose the current debug point.
To get the current debug point VSCode should provide an option ""Show next statement"" in the context menu (when user right click on editor).

Like in Visual Studio:
![image](https://cloud.githubusercontent.com/assets/17735796/14302630/02d566a4-fb58-11e5-8292-e9870e212ef4.png)",,['feature-request' 'debug' '*out-of-scope'],debug,feature-request,,closed,2016-04-06 01:02:10+00:00,2017-11-17 15:20:41+00:00,14174.308611111112,v-pavanp,3,0,microsoft/vscode,long,debug,0.0884,suggest,0.0882,ux,0.0625,4519,0.8095,2671,0.7863,4733,0.7802,vsc-long-debug,pending,"When debugging the large app it is common scenario when user lose the current debug point.
To get the current debug point VSCode should provide an option ""Show next statement"" in the context menu (when user right click on editor).

Like in Visual Studio:
![image](https://cloud.githubusercontent.com/",accept,,,
146186979,4996,Multiple cursor paste pastes contents of all cursors,"- VSCode Version: 0.10.11
- OS Version: OSX 10.11.3

Steps to Reproduce:
1. Select something with multiple cursors
2. Cut or Copy.
3. Paste, and you will get the contents of all cursors at each cursor.

Sublime Text must have a clipboard per cursor because it will only paste the text that was selected by that cursor when you copied it.",,['bug' 'verified' 'editor-multicursor'],editor-multicursor,bug,,closed,2016-04-06 05:01:31+00:00,2017-12-14 17:10:13+00:00,14820.145,jtremback,6,1,microsoft/vscode,long,suggest,0.422,editor-core,0.0488,keybindings,0.0456,4375,0.7875,4134,0.7854,110,0.7763,vsc-long-editor-multicursor,pending,"- VSCode Version: 0.10.11
- OS Version: OSX 10.11.3

Steps to Reproduce:
1. Select something with multiple cursors
2. Cut or Copy.
3. Paste, and you will get the contents of all cursors at each cursor.

Sublime Text must have a clipboard per cursor because it will only paste the text that was select",accept,,,
99257349,12287,"(Openstack) Creating load balancer requests ""nil"" IP address if unspecified","When creating an external load balancer in OpenStack, if a Public IP is not specified (e.g. kubectl expose --public-ip=...) then the call to create a VirtualIP uses string ""nil"" as the IP Address (causing this to fail)",,['kind/bug' 'area/provider/openstack'],provider/openstack,bug,,closed,2015-08-05 17:25:57+00:00,2015-08-05 22:45:57+00:00,5.333333333333333,jpgxs,0,0,kubernetes/kubernetes,hours,cloudprovider,0.1446,usability,0.056,kubectl,0.0499,12288,0.8718,12284,0.8328,7199,0.8129,k8s-hours-provider-openstack,pending,"When creating an external load balancer in OpenStack, if a Public IP is not specified (e.g. kubectl expose --public-ip=...) then the call to create a VirtualIP uses string ""nil"" as the IP Address (causing this to fail)",accept,,,
99991239,12461,Print human readable time for event,"Closes #12280
Reduce the length of event time as AGE column does.

Simplified implementation of #12331
This PR uses existing function to reduce the length, no dependency is required.
Doesn't add any new flags, users should use [INLINE_CODE] to view the precise event time.",,['area/usability' 'lgtm'],usability,,,closed,2015-08-10 07:07:59+00:00,2015-08-10 18:52:33+00:00,11.742777777777778,hurf,5,1,kubernetes/kubernetes,hours,kubectl,0.0535,usability,0.0506,provider/gcp,0.0472,12280,0.7058,12331,0.703,13501,0.6819,k8s-hours-usability,pending,"Closes #12280
Reduce the length of event time as AGE column does.

Simplified implementation of #12331
This PR uses existing function to reduce the length, no dependency is required.
Doesn't add any new flags, users should use [INLINE_CODE] to view the precise event time.",accept,,,
106451797,13949,Fix the checkout instructions,,,['area/build-release' 'lgtm' 'size/XS'],build-release,,,closed,2015-09-15 00:13:01+00:00,2015-09-15 02:54:59+00:00,2.6994444444444445,zmerlynn,7,1,kubernetes/kubernetes,hours,provider/gcp,0.0768,build-release,0.0462,test-infra,0.0443,1551,0.7507,4543,0.7456,4023,0.7444,k8s-hours-build-release,pending,,reject,empty-body,,body_clean/body_excerpt is blank (NaN).
108329030,14557,Partial fix for issue #14263,"@thockin @yujuhong @pmorie 
This PR contains a partial fix for #14263. Labels modification are no more reflected in the kubelet. since the labels are simply not checked. 
I've added the necessary check.
Thanks to have a look

@qwang1 FYI",,['area/kubelet' 'lgtm' 'size/S'],kubelet,,,closed,2015-09-25 13:40:10+00:00,2015-09-25 17:59:52+00:00,4.328333333333333,sdminonne,7,1,kubernetes/kubernetes,hours,kubelet,0.0604,reliability,0.0488,provider/gcp,0.0453,11091,0.8543,7743,0.8394,3270,0.8294,k8s-hours-kubelet,pending,"@thockin @yujuhong @pmorie 
This PR contains a partial fix for #14263. Labels modification are no more reflected in the kubelet. since the labels are simply not checked. 
I've added the necessary check.
Thanks to have a look

@qwang1 FYI",accept,,,
108832231,14723,kube-apiserver tls cert does not work if no client-ca-file specified,"Only tls cert and key file specified, which means no client cert authentication here, does not work.
It should be work.

[CODE_BLOCK]

specified with client-ca-file, works as expected

[CODE_BLOCK]","```
# kube-apiserver --service-cluster-ip-range=10.254.0.0/16  --etcd-servers=http://127.0.0.1:2379 --tls-cert-file=/etc/ssl/certs/host.crt --tls-private-key-file=/etc/ssl/certs/host.key
I0929 17:22:23.726220   15841 plugins.go:69] No cloud provider specified.
I0929 17:22:24.063938   15841 master.go:273] Node port range unspecified. Defaulting to 30000-32767.
I0929 17:22:24.065227   15841 master.go:295] Will report 172.16.2.5 as public IP address.
[restful] 2015/09/29 17:22:24 log.go:30: [restful/swagger] listing is available at https://10.73.2.5:6443/swaggerapi/
[restful] 2015/09/29 17:22:24 log.go:30: [restful/swagger] https://172.16.2.5:6443/swaggerui/ is mapped to folder /swagger-ui/
I0929 17:22:24.098802   15841 server.go:441] Serving securely on 0.0.0.0:6443
I0929 17:22:24.098820   15841 server.go:483] Serving insecurely on 127.0.0.1:8080

# curl --cacert /etc/ssl/certs/rootCA.crt https://test1.redhat.com:6443
Unauthorized
# kubectl -s https://test1.redhat.com:6443 --certificate-authority=/etc/ssl/certs/rootCA.crt api-versions 
Please enter Username:
```

```
# kube-apiserver --service-cluster-ip-range=10.254.0.0/16  --etcd-servers=http://127.0.0.1:2379 client-ca-file=/etc/ssl/certs/rootCA.crt --tls-cert-file=/etc/ssl/certs/host.crt --tls-private-key-file=/etc/ssl/certs/host.key
I0929 17:33:07.420204   16349 plugins.go:69] No cloud provider specified.
I0929 17:33:07.649465   16349 master.go:273] Node port range unspecified. Defaulting to 30000-32767.
I0929 17:33:07.650717   16349 master.go:295] Will report 10.73.2.5 as public IP address.
[restful] 2015/09/29 17:33:07 log.go:30: [restful/swagger] listing is available at https://10.73.2.5:6443/swaggerapi/
[restful] 2015/09/29 17:33:07 log.go:30: [restful/swagger] https://10.73.2.5:6443/swaggerui/ is mapped to folder /swagger-ui/
I0929 17:33:07.682704   16349 server.go:441] Serving securely on 0.0.0.0:6443
I0929 17:33:07.682738   16349 server.go:483] Serving insecurely on 127.0.0.1:8080


# curl --cacert /etc/ssl/certs/rootCA.crt --cert ^C
# kubectl -s https://test1.redhat.com:6443 --certificate-authority=/etc/ssl/certs/rootCA.crt --client-certificate=/etc/ssl/certs/host.crt --client-key=/etc/ssl/certs/host.key api-versions 
Available Server Api Versions: v1
# curl --cacert /etc/ssl/certs/rootCA.crt --cert /etc/ssl/certs/host.crt --key /etc/ssl/certs/host.key https://test1.redhat.com:6443
{
  ""paths"": [
    ""/api"",
    ""/api/v1"",
    ""/healthz"",
    ""/healthz/ping"",
    ""/logs/"",
    ""/metrics"",
    ""/resetMetrics"",
    ""/swagger-ui/"",
    ""/swaggerapi/"",
    ""/ui/"",
    ""/version""
  ]
```",['priority/important-soon' 'area/security' 'sig/api-machinery'],security,,important-soon,closed,2015-09-29 09:38:07+00:00,2015-09-30 02:06:10+00:00,16.4675,gouyang,11,0,kubernetes/kubernetes,hours,security,0.0777,provider/gcp,0.0729,client-libraries,0.0636,10159,0.8246,10577,0.8131,12085,0.8068,k8s-hours-security,pending,"Only tls cert and key file specified, which means no client cert authentication here, does not work.
It should be work.

[CODE_BLOCK]

specified with client-ca-file, works as expected

[CODE_BLOCK]",accept,,,
